Venue,Status,Sender,h_index,academic_age,paper_domain,matching_country,replied,positive_reply
Scientific Reports,Opened,german,35.0,13.0,Health Sciences,No Match,1,0.0
Science Advances,Opened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Opened,german,9.0,13.0,Physical Sciences,Match German,0,0.0
Nature Communications,Opened,german,88.0,13.0,Physical Sciences,Match German,0,0.0
Scientific Reports,Unopened,nigerian,2.0,8.0,Physical Sciences,Match Nigerian,0,0.0
Nature Communications,Unopened,pakistani_lums,71.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,35.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,19.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,14.0,11.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,2.0,8.0,Physical Sciences,Match German,0,0.0
PNAS,Opened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,32.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,1.0,1.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,27.0,13.0,Life Sciences,Match German,0,0.0
Nature Communications,Opened,german,139.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,16.0,13.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,nigerian,15.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,22.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,4.0,11.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,52.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,40.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,40.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,25.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,23.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,german,9.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,52.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,58.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,11.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,6.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,40.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,17.0,13.0,Life Sciences,Match German,1,0.0
Nature Communications,Opened,german,19.0,12.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Unopened,german,126.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,7.0,7.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_lums,2.0,3.0,Health Sciences,No Match,0,0.0
PNAS,Opened,nigerian,116.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,1.0,1.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,30.0,13.0,Health Sciences,No Match,1,1.0
Nature Communications,Unopened,nigerian,4.0,10.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,26.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,38.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,61.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,22.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Opened,german,66.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,80.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,3.0,10.0,Physical Sciences,No Match,0,0.0
PNAS,Unopened,german,27.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,1.0,1.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,german,30.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,192.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,36.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,87.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,28.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,27.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,43.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,9.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,,,,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,13.0,13.0,Physical Sciences,Match Asian,0,0.0
Nature Communications,Opened,pakistani_nyu,72.0,13.0,Life Sciences,No Match,0,1.0
Scientific Reports,Opened,german,24.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,german,102.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,83.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,33.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_nyu,46.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,1.0,1.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,31.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,14.0,13.0,Physical Sciences,No Match,0,1.0
Scientific Reports,Opened,nigerian,2.0,3.0,Health Sciences,Match Nigerian,0,0.0
Scientific Reports,Unopened,pakistani_nyu,10.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,20.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,21.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,10.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Opened,german,3.0,5.0,Life Sciences,Match German,1,1.0
Scientific Reports,Opened,pakistani_lums,12.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_lums,37.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,65.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,29.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,49.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,14.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,18.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Opened,nigerian,36.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,5.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_lums,17.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,12.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,39.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,20.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,54.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,28.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,70.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,22.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,23.0,9.0,Health Sciences,No Match,0,1.0
Nature Communications,Opened,german,34.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_nyu,11.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,33.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,6.0,8.0,Social Sciences,No Match,1,0.0
Nature Communications,Opened,pakistani_lums,41.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,19.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,136.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,1.0,3.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,33.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,29.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,5.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,47.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,34.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,,,,No Match,1,1.0
Nature Communications,Unopened,pakistani_lums,72.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,20.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,17.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Unopened,german,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,9.0,13.0,Life Sciences,No Match,0,0.0
PNAS,Unopened,german,41.0,13.0,Social Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,12.0,9.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,16.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,156.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,12.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,60.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,56.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,19.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,16.0,13.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,pakistani_lums,19.0,11.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,12.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,3.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,34.0,13.0,Life Sciences,No Match,1,0.0
Nature Communications,Opened,pakistani_nyu,30.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,42.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,26.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,nigerian,71.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,16.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,20.0,10.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,52.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,78.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,18.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,23.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,27.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,22.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,22.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Unopened,nigerian,30.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,41.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,22.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,32.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,33.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,29.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,43.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,16.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,16.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,german,148.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_lums,9.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,78.0,13.0,Health Sciences,No Match,0,0.0
PNAS,Unopened,german,17.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,29.0,13.0,Life Sciences,No Match,1,0.0
Science Advances,Opened,german,67.0,13.0,Social Sciences,No Match,1,1.0
Science Advances,Opened,german,17.0,12.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,12.0,10.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,19.0,13.0,Life Sciences,Match German,1,1.0
Scientific Reports,Unopened,nigerian,6.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,31.0,13.0,Health Sciences,No Match,0,0.0
PNAS,Unopened,nigerian,54.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,14.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,37.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Unopened,nigerian,28.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,129.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,42.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,46.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,19.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,102.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,5.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Unopened,nigerian,27.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,8.0,13.0,Health Sciences,No Match,0,0.0
PNAS,Opened,nigerian,51.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,7.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,2.0,2.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Unopened,nigerian,2.0,3.0,Health Sciences,Match Nigerian,0,0.0
Nature Communications,Unopened,pakistani_nyu,54.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,169.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_lums,18.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,13.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,7.0,3.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,20.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,11.0,10.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,4.0,5.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,47.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,17.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,63.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,9.0,6.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,31.0,13.0,Social Sciences,Match German,0,0.0
Scientific Reports,Opened,pakistani_lums,30.0,13.0,Physical Sciences,Match Asian,0,0.0
Nature Communications,Unopened,pakistani_lums,204.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,185.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,30.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,20.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,41.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,21.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_nyu,8.0,8.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,38.0,13.0,Life Sciences,No Match,0,0.0
Nature,Unopened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Unopened,german,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,101.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,15.0,11.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,34.0,13.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Unopened,nigerian,169.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,15.0,12.0,Physical Sciences,No Match,1,1.0
PNAS,Opened,german,2.0,2.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,46.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,65.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,45.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,6.0,9.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_lums,42.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,36.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,47.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Opened,german,32.0,13.0,Life Sciences,Match German,1,1.0
Nature Communications,Opened,pakistani_nyu,11.0,8.0,Physical Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_lums,11.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,123.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,11.0,12.0,Life Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_lums,11.0,12.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,1.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,16.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,23.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,16.0,10.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,37.0,13.0,Health Sciences,No Match,1,0.0
Science Advances,Unopened,nigerian,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,20.0,9.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,25.0,13.0,Health Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,8.0,8.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,50.0,13.0,Life Sciences,Match German,0,0.0
Nature Communications,Unopened,pakistani_nyu,44.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,22.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,69.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,14.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,german,36.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,33.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,nigerian,95.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,german,24.0,13.0,Life Sciences,Match German,0,0.0
Science Advances,Unopened,pakistani_nyu,9.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,12.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,40.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,14.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,36.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,49.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,4.0,11.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,9.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,27.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,25.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,35.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,55.0,13.0,Life Sciences,Match German,0,0.0
Nature Communications,Opened,nigerian,23.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,15.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,25.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,65.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,30.0,10.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,50.0,13.0,Life Sciences,Match German,0,0.0
Nature Communications,Opened,german,26.0,13.0,Physical Sciences,Match German,1,0.0
Nature Communications,Unopened,pakistani_nyu,81.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,53.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,71.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,56.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,113.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,40.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,99.0,13.0,Health Sciences,No Match,1,1.0
Science Advances,Opened,german,2.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,,,,No Match,0,0.0
Nature Communications,Unopened,german,19.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,133.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,13.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,,,,No Match,0,0.0
Nature Communications,Opened,german,21.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,german,33.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,26.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,26.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,14.0,12.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,50.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,45.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,29.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,27.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,32.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,5.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,12.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,25.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,12.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,39.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,59.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,6.0,10.0,Life Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_lums,36.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,89.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,38.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,german,72.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,59.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,57.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,52.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,28.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,14.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,192.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,32.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,43.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,59.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,64.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,9.0,13.0,Health Sciences,Match German,0,0.0
Nature Communications,Opened,pakistani_nyu,45.0,13.0,Physical Sciences,No Match,0,0.0
PNAS,Opened,german,19.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,14.0,7.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,46.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,71.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,80.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,9.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,4.0,13.0,Life Sciences,Match Asian,0,0.0
Scientific Reports,Unopened,nigerian,59.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,21.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,72.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,43.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,german,97.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,42.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,8.0,8.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,28.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,9.0,9.0,Social Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,29.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,22.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,,,,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,117.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,31.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,79.0,13.0,Physical Sciences,Match Asian,0,0.0
