sender,sender_country,university_country,university_ranking,request_purpose,replied,paper_domain,h_index,academic_age
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,73.0,
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,43.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,61.0,
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,28.0,26.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,79.0,26.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,21.0,23.0
Kabelo Molefe,South Africa,England,High,final course project,0,,61.0,41.0
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,36.0,19.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,37.0,30.0
James Whitfield,England,England,High,journal article,1,Health Sciences,55.0,
Kabelo Molefe,South Africa,England,High,journal article,1,Life Sciences,67.0,37.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,54.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,38.0,36.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,69.0,31.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,121.0,
James Whitfield,England,England,Low,journal article,0,Health Sciences,10.0,15.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,,
James Whitfield,England,England,High,journal article,0,Health Sciences,22.0,16.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,64.0,50.0
James Whitfield,England,England,High,journal article,0,Life Sciences,22.0,34.0
James Whitfield,England,South Africa,Low,journal article,0,,,
James Whitfield,England,England,Low,journal article,0,Life Sciences,63.0,32.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,23.0,32.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,13.0,18.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,36.0,
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,41.0,26.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,18.0,21.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,122.0,34.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,37.0,19.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,30.0,14.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,51.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,11.0,15.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,15.0,29.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,48.0,33.0
James Whitfield,England,England,Low,journal article,1,Physical Sciences,66.0,40.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,17.0,19.0
James Whitfield,England,England,High,final course project,1,Life Sciences,88.0,49.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,31.0,
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,21.0,22.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,22.0,32.0
James Whitfield,England,England,Low,final course project,1,Life Sciences,158.0,48.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,36.0,25.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,22.0,37.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,113.0,41.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,16.0,17.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Life Sciences,120.0,44.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,68.0,23.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,44.0,19.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Social Sciences,29.0,39.0
James Whitfield,England,South Africa,High,final course project,1,Physical Sciences,103.0,25.0
James Whitfield,England,England,High,journal article,0,Life Sciences,64.0,
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,44.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,92.0,35.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,110.0,26.0
Kabelo Molefe,South Africa,England,High,final course project,0,,47.0,25.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,17.0,24.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,62.0,31.0
James Whitfield,England,England,High,journal article,1,Physical Sciences,19.0,29.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,23.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Physical Sciences,74.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,33.0,42.0
James Whitfield,England,England,High,journal article,0,Life Sciences,31.0,42.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,51.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,109.0,
James Whitfield,England,England,Low,final course project,1,Physical Sciences,,
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,28.0,25.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,93.0,33.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,42.0,33.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Physical Sciences,43.0,27.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,20.0,16.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,39.0,30.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,47.0,26.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,61.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,58.0,25.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,43.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,67.0,
Kabelo Molefe,South Africa,England,High,journal article,1,,,
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,20.0,33.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,53.0,22.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,29.0,
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,41.0,29.0
James Whitfield,England,South Africa,Low,journal article,1,Life Sciences,33.0,
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,92.0,
James Whitfield,England,England,High,journal article,0,Health Sciences,151.0,42.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,85.0,39.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,26.0,43.0
Kabelo Molefe,South Africa,England,High,journal article,0,,134.0,48.0
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,96.0,49.0
Kabelo Molefe,South Africa,England,Low,journal article,1,Health Sciences,50.0,43.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,68.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,72.0,40.0
James Whitfield,England,South Africa,High,journal article,1,Health Sciences,12.0,9.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,160.0,27.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,,
James Whitfield,England,England,Low,journal article,1,Health Sciences,23.0,
James Whitfield,England,England,High,journal article,0,Life Sciences,71.0,
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,102.0,42.0
James Whitfield,England,South Africa,High,final course project,0,,,
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,18.0,30.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,25.0,35.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,66.0,28.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,68.0,33.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,39.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,39.0,41.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,60.0,27.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,16.0,26.0
James Whitfield,England,South Africa,High,journal article,1,Life Sciences,84.0,37.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,35.0,19.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,30.0,20.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,39.0,19.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,71.0,43.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,64.0,33.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,19.0,38.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,33.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Social Sciences,50.0,34.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,33.0,27.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,9.0,23.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,61.0,39.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,38.0,37.0
James Whitfield,England,South Africa,High,journal article,1,,,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,98.0,38.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,25.0,
James Whitfield,England,England,High,journal article,0,Health Sciences,31.0,36.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,52.0,28.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,32.0,36.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,7.0,8.0
James Whitfield,England,South Africa,Low,final course project,1,Health Sciences,42.0,41.0
James Whitfield,England,England,High,journal article,0,Health Sciences,43.0,21.0
James Whitfield,England,England,Low,final course project,1,Life Sciences,18.0,17.0
Kabelo Molefe,South Africa,England,High,final course project,0,,19.0,15.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,100.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,96.0,
James Whitfield,England,South Africa,Low,journal article,0,,,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,28.0,28.0
Kabelo Molefe,South Africa,England,High,final course project,1,Physical Sciences,65.0,26.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,28.0,23.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,111.0,27.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,43.0,20.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,33.0,28.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,33.0,18.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,99.0,
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,14.0,20.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,31.0,
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,39.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,13.0,7.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,11.0,34.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,20.0,29.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,40.0,23.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Physical Sciences,56.0,49.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,36.0,30.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,16.0,21.0
James Whitfield,England,England,Low,final course project,0,Physical Sciences,76.0,16.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,96.0,45.0
Kabelo Molefe,South Africa,England,High,final course project,1,Health Sciences,25.0,19.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Health Sciences,39.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,45.0,43.0
Kabelo Molefe,South Africa,England,High,final course project,1,Life Sciences,88.0,49.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,44.0,29.0
Kabelo Molefe,South Africa,England,Low,journal article,1,,65.0,43.0
James Whitfield,England,England,High,final course project,0,Life Sciences,15.0,17.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,13.0,16.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,38.0,34.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,56.0,45.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,40.0,38.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,75.0,
James Whitfield,England,England,High,final course project,0,Life Sciences,36.0,24.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,84.0,29.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,24.0,10.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,46.0,49.0
James Whitfield,England,England,High,journal article,0,Life Sciences,50.0,18.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,36.0,37.0
James Whitfield,England,England,Low,final course project,1,Health Sciences,45.0,25.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,32.0,26.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,67.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,39.0,35.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,146.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,18.0,23.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,72.0,32.0
James Whitfield,England,South Africa,High,final course project,1,Health Sciences,23.0,25.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,65.0,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,79.0,28.0
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Life Sciences,45.0,22.0
Kabelo Molefe,South Africa,England,High,final course project,0,,26.0,43.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,46.0,29.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,60.0,
James Whitfield,England,South Africa,Low,journal article,1,Physical Sciences,22.0,27.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,79.0,
James Whitfield,England,England,High,final course project,0,Health Sciences,52.0,35.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,26.0,36.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,14.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,8.0,8.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,7.0,19.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,54.0,21.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,55.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,9.0,19.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,79.0,39.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,19.0,30.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,28.0,31.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,12.0,30.0
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,46.0,21.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,47.0,43.0
James Whitfield,England,England,High,final course project,0,Life Sciences,43.0,37.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,12.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,42.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,21.0,17.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,27.0,34.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,116.0,
James Whitfield,England,England,High,final course project,0,Life Sciences,26.0,22.0
Kabelo Molefe,South Africa,England,High,final course project,0,Health Sciences,8.0,14.0
James Whitfield,England,England,High,final course project,0,Health Sciences,76.0,40.0
James Whitfield,England,England,High,journal article,0,Life Sciences,28.0,19.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,48.0,24.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,20.0,16.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,46.0,
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,78.0,39.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,52.0,27.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,103.0,50.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,44.0,42.0
James Whitfield,England,England,Low,final course project,1,Physical Sciences,18.0,37.0
Kabelo Molefe,South Africa,England,High,journal article,1,,30.0,27.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,38.0,20.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,38.0,
James Whitfield,England,England,Low,journal article,0,,,
James Whitfield,England,England,High,journal article,0,Physical Sciences,51.0,50.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,20.0,7.0
James Whitfield,England,England,High,journal article,0,Health Sciences,33.0,20.0
Kabelo Molefe,South Africa,England,High,journal article,0,,35.0,19.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,18.0,35.0
James Whitfield,England,South Africa,Low,final course project,1,Physical Sciences,24.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,45.0,25.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,4.0,5.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,110.0,
James Whitfield,England,England,High,final course project,0,Physical Sciences,59.0,25.0
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,45.0,31.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,4.0,17.0
James Whitfield,England,England,High,final course project,0,Life Sciences,123.0,
James Whitfield,England,England,High,journal article,0,Life Sciences,6.0,10.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,46.0,42.0
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,32.0,33.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,34.0,20.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,26.0,35.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,18.0,30.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,40.0,45.0
Kabelo Molefe,South Africa,England,Low,journal article,1,Physical Sciences,5.0,17.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,148.0,36.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,18.0,22.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,5.0,7.0
James Whitfield,England,England,Low,journal article,1,Life Sciences,21.0,26.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,39.0,25.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,1,Physical Sciences,39.0,26.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,18.0,18.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,26.0,33.0
James Whitfield,England,England,Low,final course project,1,Life Sciences,50.0,49.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,53.0,42.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,19.0,24.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,64.0,34.0
James Whitfield,England,England,Low,journal article,1,Life Sciences,45.0,30.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,72.0,34.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,16.0,26.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,51.0,29.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,1,Physical Sciences,76.0,26.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,135.0,44.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,43.0,
James Whitfield,England,England,Low,final course project,0,Life Sciences,21.0,17.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,27.0,21.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,1,Physical Sciences,31.0,24.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,39.0,
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,67.0,
James Whitfield,England,England,High,journal article,0,Physical Sciences,18.0,16.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,20.0,13.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,66.0,40.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,18.0,12.0
James Whitfield,England,England,High,final course project,0,Life Sciences,17.0,17.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,54.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,105.0,35.0
James Whitfield,England,England,High,journal article,0,Life Sciences,18.0,45.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,5.0,7.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,21.0,15.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,53.0,46.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,17.0,26.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,19.0,34.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,40.0,25.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,11.0,12.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,33.0,18.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,44.0,40.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,82.0,48.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,13.0,19.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,18.0,18.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,98.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,59.0,41.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,80.0,38.0
James Whitfield,England,South Africa,High,final course project,0,,,
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,36.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,53.0,42.0
James Whitfield,England,England,High,journal article,0,Life Sciences,34.0,27.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,40.0,31.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,46.0,33.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,26.0,32.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,96.0,
James Whitfield,England,England,High,journal article,0,Physical Sciences,37.0,25.0
James Whitfield,England,England,Low,final course project,1,Health Sciences,60.0,
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,37.0,48.0
James Whitfield,England,England,High,journal article,0,Life Sciences,78.0,43.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,37.0,39.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,18.0,34.0
James Whitfield,England,South Africa,Low,journal article,0,Social Sciences,7.0,4.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,66.0,25.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,32.0,35.0
James Whitfield,England,England,High,journal article,0,Life Sciences,19.0,29.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,122.0,30.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,26.0,22.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,5.0,49.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,51.0,35.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,65.0,28.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,29.0,19.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,38.0,37.0
James Whitfield,England,England,High,journal article,0,Life Sciences,45.0,
James Whitfield,England,England,Low,journal article,0,Health Sciences,57.0,45.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,114.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,21.0,15.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,82.0,44.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,30.0,33.0
James Whitfield,England,South Africa,High,final course project,1,Physical Sciences,21.0,14.0
James Whitfield,England,England,High,journal article,0,Life Sciences,10.0,23.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,49.0,39.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,39.0,25.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,15.0,19.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,31.0,42.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,44.0,46.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,86.0,32.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,20.0,36.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,28.0,30.0
James Whitfield,England,England,High,final course project,0,Health Sciences,83.0,42.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,43.0,19.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,183.0,28.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,42.0,
James Whitfield,England,England,High,final course project,0,Social Sciences,45.0,
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,68.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,123.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,38.0,32.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,38.0,35.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,200.0,32.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,24.0,28.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,,
Kabelo Molefe,South Africa,England,High,final course project,0,,86.0,26.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,16.0,21.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,45.0,40.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,68.0,
Kabelo Molefe,South Africa,England,Low,journal article,1,Life Sciences,75.0,33.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,66.0,34.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,36.0,19.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,71.0,34.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,129.0,25.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Life Sciences,30.0,38.0
Kabelo Molefe,South Africa,England,High,final course project,0,,,
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,24.0,25.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,144.0,47.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,30.0,26.0
James Whitfield,England,South Africa,Low,final course project,0,Social Sciences,30.0,28.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,49.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,18.0,12.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,80.0,
James Whitfield,England,South Africa,Low,final course project,1,Life Sciences,65.0,41.0
Kabelo Molefe,South Africa,England,High,journal article,1,Physical Sciences,82.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,29.0,17.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,115.0,
